datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
1/9/1996 04:45,rockville,md,us,NA,660,11 min.,Woman  awakened by a bizarre sound&#44 &quot;like a broken lawn mower.&quot;  Sees a bizarre&#44 elongate obj. w/ bright lights on both ends&#44 middle.,11/2/1999,39.0838889,-77.1530556
2/11/1999 19:00,suitland,md,us,unknown,1800,30 minutes,I went out to enjoy the night sky&#44but saw this bright orangish white object through the tree line above a neighbors house. It slightly,4/2/1999,38.8486111,-76.9241667
2/11/2003 22:05,bishops head,md,us,circle,300,5 minutes,A circle or wheel shape&#44 with what looked like fire around it&#44 and a firey web shaped center.,3/21/2003,38.2680556,-76.0680556
2/11/2004 02:00,linthicum,md,us,cigar,5400,90mins,I live near the bwi airport. Was in the my basement and heard a very low bass sounding noise for 30mins. I decided to take a look outsi,3/2/2004,39.205,-76.6530556
2/1/1989 12:00,waldorf,md,us,oval,3600,1 hour,very large oval -mushroom shaped metallic object&#44moving up and down very fast&#44 then up close moving very slow&#44with a tube looking obj,2/14/2010,38.6244444,-76.9394444
2/1/2002 21:00,elkton,md,us,light,1800,30 minutes,BRIGHT WHITE STROBE LIKE LIGHT WITH A BEAM SHINING DOWN&#44 VERY&#44 VERY LOUD,2/22/2002,39.6066667,-75.8336111
2/1/2012 01:30,burtonsville,md,us,oval,600,10 minutes,Bright orange oval shape traveling slowly through sky near burtonsville and olney maryland at 1:30am feb 1st 2012,2/3/2012,39.1111111,-76.9327778
2/1/2012 21:30,ocean city,md,us,formation,10,10 seconds,An evenly spaced&#44 straight line of lights appear in the sky&#44 dance in a worm-like pattern and fade away.,3/13/2012,38.3363889,-75.0852778
2/12/2009 20:30,columbia,md,us,light,1800,30 min,Very bright orange colored light NNW of MD&#44 USA.  ((NUFORC Note:  Possible sighting of Venus.  PD)),3/19/2009,39.2402778,-76.8397222
2/13/2002 21:00,baltimore county,md,us,light,2,seconds,Blue ball of light flashed across the sky in Northwestern Baltimore County&#44 Maryland.,3/19/2002,39.2902778,-76.6125
2/13/2011 16:35,jacksonville,md,us,triangle,40,40 seconds,Since I&#39m a hunter (waterfowl) when I was what looked like snow geese circling I started to watch close. The sighting was about 1/2 mil,2/18/2011,39.5180556,-76.5597222
2/14/1998 22:50,glen burnie,md,us,oval,300,2-5 min.,I observed a light that I thought was a airplane. As I followed it for a few minutes I looked away few 1 second max. .And when I looked,1/28/1999,39.1625,-76.625
2/14/2003 21:00,baltimore,md,us,cigar,900,15 mins,My brother clock stoped working and then look out his window and saw a Ufo.,3/21/2003,39.2902778,-76.6125
2/14/2005 01:15,baltimore,md,us,light,1200,20 minutes,I went to take my break from work  and I walked out on a balcony for a smoke and looked up in the sky to see if the predicted weather w,2/22/2005,39.2902778,-76.6125
2/14/2011 04:00,pasadena,md,us,other,900,15 minutes,Unexplainable extra large smokey full moon disapears into thin air .,2/18/2011,39.1072222,-76.5713889
2/14/2014 12:20,upper marlboro,md,us,sphere,20,<20 seconds,Two White Spherical Objects,2/21/2014,38.8158333,-76.75
2/15/2004 21:39,rising sun,md,us,sphere,10,10 seconds,Bright white sphere on Sylmar Road,3/2/2004,39.6977778,-76.0630556
2/15/2012 19:43,gaithersburg,md,us,triangle,120,minutes at least,Large triangle red and green lights over Gaithersburg MD&#44 Wed Feb 15&#44 2012 (~19:43),5/13/2012,39.1433333,-77.2016667
2/15/2014 20:12,pasadena,md,us,light,60,1 minute,Three UFOs seen in Maryland 8:12pm est two orange glowing orb shapped one cigar shaped.,2/21/2014,39.1072222,-76.5713889
2/17/2002 21:00,frederick,md,us,disk,300,5 minutes,The ship was studying something on the ground.  ((NUFORC Note:  Student report.  PD)),5/14/2002,39.4141667,-77.4108333
2/17/2014 11:00,bowie,md,us,light,240,3-4 minutes,Bright white light moving rapidly in daytime followed by aircrafts.,2/21/2014,39.0066667,-76.7794444
2/18/2014 22:00,mardela springs,md,us,light,10,10 seconds,One star-like light turned sharp and sped up three-fold straight down towards horizon.,2/21/2014,38.4597222,-75.7594444
2/19/2005 14:35,rockville,md,us,cigar,10,10 seconds,Cigar-shaped object seen for several seconds then disappeared from area of sight.,2/22/2005,39.0838889,-77.1530556
2/19/2014 18:15,huntingtown,md,us,light,240,3-4 minutes,Light in the sky&#44 changing color&#44 too fast and maneuverable for air craft.,2/21/2014,38.6158333,-76.6133333
2/20/2008 22:35,waldorf,md,us,sphere,120,2 minutes,6 White and Red Spheres Suddenly Appear and Disappear Below February&#39s Lunar Eclipse -- Eastern U.S.,3/4/2008,38.6244444,-76.9394444
2/21/2009 22:40,knoxville,md,us,circle,60,1 minute,We saw a circular-shaped UFO flying over the river and mountain.  ((NUFORC Note:  Student report.  PD)),3/19/2009,39.3269444,-77.6644444
2/21/2010 00:00,severn,md,us,disk,120,2 minutes,unknown object drifts over roof line then disappears,4/13/2010,39.1369444,-76.6986111
2/21/2014 23:30,stoney beach,md,NA,chevron,300,5 minutes,Three objects over the water with flashing lights.,2/27/2014,39.172074,-76.522042
2/2/2008 19:00,carney,md,us,light,120,2 minutes,Two bright lights suddenly dim and disappear,2/14/2008,39.3941667,-76.5238889
2/2/2011 20:00,charlotte hall,md,us,light,1200,10-20 minutes,Two sighting&#44 including a single floating orb&#44 and the other including three orbs in a triangular formation.,3/23/2011,38.4808333,-76.7783333
2/22/2003 12:00,silver spring,md,us,changing,18000,1 to 5 hr,Have you ever been abducted?   I have.  My story in detail.,3/21/2003,38.9905556,-77.0263889
2/22/2011 01:45,germantown,md,us,unknown,600,10 minutes,Unable to move encounters of a 4th kind,2/23/2011,39.1730556,-77.2719444
2/23/2002 21:02,columbia,md,us,rectangle,3,3 seconds,We saw a lime green&#44 rectangular shaped light shoot (stagger) across the sky in Columbia&#44 MD on 2/23/02,3/19/2002,39.2402778,-76.8397222
2/23/2002 21:03,leonardtown,md,us,sphere,5,5 secs,We were driving home and saw a greenish round object shooting across the sky in a eastwards direction falling towards the earth.,3/19/2002,38.2911111,-76.6361111
2/24/2001 23:00,baltimore,md,us,formation,1200,20 mins,Hazey&#44 swirling&#44 lights.,4/28/2001,39.2902778,-76.6125
2/24/2005 09:00,edgewater,md,us,sphere,15,15 seconds,object did in fact slow and as quickly as it did so&#44 it slug back in the same direct,4/16/2005,38.9569444,-76.5502778
2/24/2006 19:30,baltimore/windsor hills,md,NA,chevron,600,5 - 10 minutes,3 luminous chevron-like objects silently cruising.,3/11/2006,39.317915,-76.686027
2/24/2014 21:15,belcamp,md,us,changing,60,1 minute,Was taking out trash and a white light which looked like a plane just went across the sky then I saw a little red.,2/27/2014,39.4688889,-76.2336111
2/24/2014 21:35,smithsburg,md,us,other,5,5 seconds,((HOAX??))  Self-luminous object fell&#44 government cars in pursuit.,3/18/2014,39.6547222,-77.5730556
2/25/2004 03:45,bladensburg,md,us,changing,900,1/2 hour,Object was CigarShaped&#44 very bright leaving short &#44thin exhaust vapors. It moved at different speeds could stop on a Dime.,4/9/2004,38.9391667,-76.9341667
2/25/2009 20:25,ridgely,md,us,light,2400,35-40 minutes,A Whitish/Orange Light in the sky made no sound as it traveled overhead.,3/19/2009,38.9477778,-75.8847222
2/25/2013 22:30,frostburg,md,us,chevron,NA,.30 seconds,5 lights in V formation.  Slow rate of speed and noisless.,6/2/2013,39.6580556,-78.9286111
2/25/2014 23:35,frederick,md,us,light,600,10 minutes,&quot;Star&quot; appeared to split into two.,2/27/2014,39.4141667,-77.4108333
2/26/1999 16:45,baltimore (reisterstown road &amp; northern arkway),md,us,rectangle,60,about 1 minute,Rectangular&#44 vertical shaped cloud&#44 did not dissipate&#44 had hole in center and looking lke a rather large floppy disk of the 5&quot; varity.,6/23/1999,39.2902778,-76.6125
2/27/1997 20:00,north beach,md,us,other,6,5-6 seconds,Shooting star&#44Air Fision and then a Small&#44Windshield shaped craft appears out of it.,11/20/2001,38.7072222,-76.5313889
2/27/2009 05:05,bowie,md,us,unknown,4200,1 hr. 10 mins.,Three anomalous stationary lights over Bowie for over an hour.,3/19/2009,39.0066667,-76.7794444
2/27/2014 03:35,churchton,md,us,circle,300,5 minutes,On 2/27/14 at 3:35 AM saw an object made up of round lights which formed a circle of light with rectangle shape in middle of it.,3/18/2014,38.8025,-76.5372222
2/27/2014 20:00,glenelg,md,us,fireball,60,1 minute,Fireball floating slowly low then vanishing.,3/18/2014,39.2641667,-76.9927778
2/29/2004 21:00,brooklyn,md,us,oval,45,30-45sec,Bright light; oval shaped object right in the backyard very close to home and people&#33,3/2/2004,39.2302778,-76.6025
2/3/2002 04:00,baltimore,md,us,circle,22,22 seconds,large round bright object fast moving on camera,2/22/2002,39.2902778,-76.6125
2/4/2014 18:05,west friendship area,md,NA,sphere,240,3-4 minutes,4 dimly white sphere shaped objects; independent rapid movement; at times would form into one object,2/7/2014,39.07061,-75.773335
2/6/2014 17:45,clarksburg,md,us,light,30,30 seconds,Steady bright white light and then it disappeared.,2/14/2014,39.2386111,-77.2797222
2/7/2001 16:00,linthicum (bwi airport),md,us,rectangle,900,15 min,This was not any aircraft I have ever seen and was not ballon or moon.,2/18/2001,39.205,-76.6530556
2/7/2001 18:35,wheaton/kensington,md,NA,changing,995,16:35,SHAPE CHANGING OBJECT IN WASHINGTON DC AREA,2/18/2001,39.039831,-77.055256
2/7/2007 22:15,sugarloaf mtn.,md,NA,light,180,3 min,10:15pm Feb 7th&#44 2007&#44 UFO over SugarLoaf Mtn area&#44 Montgomery County Maryland,2/24/2007,39.269208,-77.395247
2/7/2014 20:55,pasadena,md,us,unknown,20,20 seconds,Two orange glowing lights appeared hovering and slowly descending.,2/14/2014,39.1072222,-76.5713889
2/7/2014 22:40,westminster,md,us,light,300,5 minutes,6 lights in 1-3-1-1 pattern changing speed and position near Westminster&#44 MD.,2/14/2014,39.5752778,-76.9961111
2/8/2005 18:15,owings mills,md,us,triangle,240,4 minutes,Black triangular object without any lights&#44 extremely low speed&#44 approx 400ft off of ground&#44 no sound&#44 right over densly populated area,2/22/2005,39.4194444,-76.7805556
2/9/2009 18:14,baltimore,md,us,rectangle,180,3 minutes,Square and round UFO anomalies imaged over Baltimore Maryland,3/19/2009,39.2902778,-76.6125
2/9/2013 02:50,pasadena,md,us,flash,2,2 seconds,Mega flash of pure white light.,2/18/2013,39.1072222,-76.5713889
2/9/2014 18:00,rockville,md,us,fireball,30,30 seconds,Went outside due to a low flying military helicopter seconds later at a much higher altitude a large fireball appeared falling towards,2/14/2014,39.0838889,-77.1530556
3/10/1999 20:00,glen burnie,md,us,unknown,1800,30 minutes,3 Lights In Triangle Shape...Glen Burnie&#44 MD / Pasadena&#44 MD,2/12/2004,39.1625,-76.625
3/10/2002 03:00,aberdeen,md,us,triangle,1200,15 to 20 min,i worked nights for rite aid distribution center as a yard jockey moving trailers around the yard  to be loaded for the following day.,5/12/2009,39.5094444,-76.1644444
3/10/2004 09:00,baltimore,md,us,unknown,10800,3hours,V shaped slow moving star like,3/17/2004,39.2902778,-76.6125
3/10/2005 13:30,baltimore bwi airport,md,NA,disk,60,1 minute,Three disk shaped objects moving near major airport.,5/11/2005,39.177404,-76.668392
3/10/2014 21:10,hagerstown,md,us,unknown,5,5 seconds,Dark grey or brown&#44 amorphous object&#44 streaking west to east over Hagerstown.,3/18/2014,39.6416667,-77.7202778
3/11/2011 23:10,owings mills/baltimore,md,NA,light,60,1 minute,2 bright white lights sitting above the beltway&#44 not moving whatsoever.,3/23/2011,39.41955,-76.780253
3/1/2014 21:50,riva,md,us,circle,600,8-10 minutes,I witnessed two fast-moving red lights which made no sound.,3/18/2014,38.9519444,-76.5783333
3/12/1995 23:54,cumberland,md,us,unknown,2,couple seconds,extremely loud,6/20/2005,39.6527778,-78.7627778
3/12/1995 23:54,cumberland,md,us,unknown,2,few seconds,march 12&#44 1995 at 23:54 heard a super loud noise like a hundred train engines&#44 but this was coming from the sky.  then i seen a couple,10/12/2001,39.6527778,-78.7627778
3/12/1995 23:54,cumberland,md,us,unknown,2,seconds,March 12&#44 1995 something flew over Cumberland&#44 MD,6/23/2004,39.6527778,-78.7627778
3/12/2003 05:30,easton,md,us,unknown,1200,20 minutes,Caught a possible Alien Abduction and/or Cattle Mutiliation in progress&#44,8/24/2004,38.7741667,-76.0766667
3/12/2005 04:30,gambrills,md,us,unknown,9,9 sec.,brilliant white light flashing on and off at perfect intervals.,5/11/2005,39.0669444,-76.6655556
3/13/2012 20:20,sykesville,md,us,triangle,7200,2 hours,Triangular shaped object with bright lights&#44 dropping orbs&#44 being seen over Sykesville&#44 MD,3/16/2012,39.3736111,-76.9680556
3/13/2012 20:30,dundalk,md,us,unknown,2,1-2 seconds,Small &quot;airplane&quot; like craft&#44 8:30pm&#44 clear sky&#44 object seemed to cloak itself. Saw it for about 1 second before it &quot;cloaked&quot;.,3/16/2012,39.2505556,-76.5208333
3/15/1966 14:00,childs,md,us,circle,20,20sec.,we were driving down the road i look up to the sky&#44 sun was out but&#44there was some clouds around&#44 a big round silver shape was comeing,8/20/2001,39.6461111,-75.8719444
3/18/2007 21:08,annapolis,md,us,light,15,15 sec.,Three craft lights traveling in formation- absolute parallel tracks&#44 approx 075 degrees heading. looked like sattelites&#44 but flying,4/27/2007,38.9783333,-76.4925
3/18/2012 21:50,hagerstown,md,us,sphere,70,65-70 seconds,Red-Orange Orb Sighting in Hagerstown Maryland&#44 USA on 03/18/2012,5/13/2012,39.6416667,-77.7202778
3/19/1999 19:15,baltimore,md,us,formation,60,1 minute,Swirling mass of approximately 12 red to amber lights.,4/2/1999,39.2902778,-76.6125
3/19/2000 22:30,reisterstown,md,us,NA,30,30 seconds maybe,One Object was seen by one person at 10:30 pm. Object appeared to be a oval with a rectangular notch in the front or possibly the back.,4/1/2000,39.4694444,-76.8297222
3/19/2010 21:16,annapolis,md,us,disk,180,3 minutes,UFO Sighting Report  I was doing some night photography at St. John&#8217;s College in Annapolis&#44 Maryland on March 19&#44 2010 at 21:16. I was,4/13/2010,38.9783333,-76.4925
3/20/1956 20:00,bowie,md,us,disk,900,15 min.,Unusual object seen from different viewpoints.,5/13/2003,39.0066667,-76.7794444
3/20/2000 21:00,fort meade,md,NA,fireball,10800,about 2-3 hrs.,flaming crafts seen over Ft. Meade&#44MD around march 20th 2000.,12/2/2000,39.11376,-76.726777
3/20/2010 23:00,eldersburg,md,us,disk,30,30 seconds,Saucer shaped UFO with circularly flashing lights seen seemingly following highway.,4/13/2010,39.4036111,-76.9505556
3/21/2008 21:41,baltimore,md,us,unknown,2,2 seconds,UFO Streaks Past the Moon,3/31/2008,39.2902778,-76.6125
3/2/2007 16:40,churchton,md,us,oval,3,2-3 seconds,An extremely fast oval-shaped object flying at a very high altitude from a southwest to northeast direction.,3/8/2007,38.8025,-76.5372222
3/2/2012 01:50,landover,md,us,triangle,40,40 sec,Saw three bright lights and a hovering craft,3/13/2012,38.9338889,-76.8969444
3/22/1996 08:00,bethesda,md,us,NA,5,5 sec.,Fed. empl. sees extremely bright &quot;cylinder&#44 or the side of something&#44&quot; hovering in sky.  STREAKS off.  Other fed. empls. observe.,11/2/1999,38.9805556,-77.1005556
3/22/2013 22:00,belair,md,NA,circle,8,8 seconds,A green circle with blue trimming and a gold trail behind it.,5/15/2013,39.321528,-76.574831
3/22/2014 20:30,severna park,md,us,oval,300,5 minutes,13 or 14 orange-red Oval shaped lights UFO&#39s in Severna Park Maryland March 22nd 2014 at at 8:25pm.,3/27/2014,39.0702778,-76.5455556
3/25/2013 20:30,waldorf,md,us,triangle,120,2 minutes,A hovering black triangle in a snow storm.,4/12/2013,38.6244444,-76.9394444
3/26/1997 22:10,owings mills,md,us,light,300,5 minutes,Bright white object observed to the Westat about treetop level&#44 gained altitude andflew off silently,3/7/1998,39.4194444,-76.7805556
3/26/1999 23:30,bowie,md,us,light,4,one hour,On 032699 at 2330 hours I noticed a light in the sky that kept changing from red to gree to yellow.  I obseved the light&#44 stationary in,4/26/1999,39.0066667,-76.7794444
3/26/2012 18:24,california,md,us,unknown,180,2-3 min,Two photos in a series where an object can be seen.,5/13/2012,38.3002778,-76.5077778
3/26/2014 03:00,sykesville,md,us,triangle,60,1 minute,Green&#44 red&#44 yellow triangle object near Liberty Dam.,4/4/2014,39.3736111,-76.9680556
3/27/2012 05:00,annapolis,md,us,other,600,10 mins,My husband went out At 5 am and noticed what he called bright brush strokes in the sky that were lit up. Then we both saw it from outsi,5/13/2012,38.9783333,-76.4925
3/27/2012 05:10,ellicott city,md,us,fireball,300,5 minutes,Bright line headed towards ground for half minute then stopped and grew wider and fuzzier,5/13/2012,39.2672222,-76.7986111
3/27/2014 04:30,arnold,md,us,triangle,600,10 minutes,Silent triangle spotted while leaving for work early in the morning.,3/27/2014,39.0319444,-76.5030556
3/27/2014 21:00,frederick,md,us,triangle,1200,20 minutes,Triangular shaped objects flying at high speed (also one stationary) in the area of Fort detrick&#44 MD.,4/4/2014,39.4141667,-77.4108333
3/29/2004 20:00,baltimore,md,us,NA,600,10 minutes,Light on the moon,4/9/2004,39.2902778,-76.6125
3/29/2009 21:40,annapolis,md,us,circle,10,10 seconds,Flaming baseball sized object fell quietly from the dark sky; flamed out at 20 feet above water.((NUFORC Note:  Suspected meteor.  PD)),4/14/2009,38.9783333,-76.4925
3/29/2011 21:00,baltimore,md,us,circle,300,5 min,UNBELIEVABLE&#33,4/3/2011,39.2902778,-76.6125
3/30/1998 22:30,bel air,md,us,formation,5,3-5 sec.,3 round glowing objects in triangle formation in Southern sky approx 22:30 in Southern sky,1/28/1999,39.5358333,-76.3486111
3/30/2007 14:15,rockville,md,us,cigar,15,15 seconds +/-,I was taking a break and laying on the sidewalk in front of our office looking straight up into the sky. The weather was clear&#44 visibil,4/27/2007,39.0838889,-77.1530556
3/30/2008 03:10,hancock (10 miles east),md,us,fireball,5,3-5 sec,Two people witness high speed glowing sphere cross the sky and disappear,3/31/2008,39.6988889,-78.18
3/30/2011 01:45,easton,md,us,triangle,900,10-15 minutes,Black Triangle UFO 4 Lights... 1 Red(Blinking).. 911 Called,5/2/2011,38.7741667,-76.0766667
3/31/2007 06:55,gwynn oak,md,us,disk,180,3 minutes,UFO over Gwynn Oak MD,6/12/2007,39.3325,-76.6930556
3/3/2006 13:00,dunkirk,md,us,other,120,2 minutes,Orb seen hovering in sky&#44 vanished within a few seconds.,3/11/2006,38.7216667,-76.6608333
3/3/2011 20:30,rising sun,md,us,light,180,2 to 3 mins,AT NIGHT 5 OR 6 LIGHTS FORMED A CIRCLE&#44 DESENDED&#44 THAN LIGHTS WENT OUT,3/10/2011,39.6977778,-76.0630556
3/3/2012 21:50,silver spring,md,us,formation,900,15 minutes,For a 15 minute period&#44 30 to 40 crafts were seen.  15 to 20 craft flew in a formation and vanished in the sky.  Then 12-15 craft flew,3/13/2012,38.9905556,-77.0263889
3/4/2011 22:00,elkton,md,us,flash,3,3 seconds,Bright fast moving flash appearing out of nowhere decending at a 45 degree angle lasting for 3 seconds.,3/10/2011,39.6066667,-75.8336111
3/5/2008 22:05,mardela springs,md,us,sphere,300,5 min,((HOAX??))  1 mile wide UFO&#44 with looked like fighters chasing it&#44  we saw 4 some orangeish lights.,3/31/2008,38.4597222,-75.7594444
3/5/2011 20:30,delmar,md,us,circle,4,3-4 seconds,March 5th 2011 (Delmar&#44 MD. 21875) Saturday Night at Approx. 20:30 - Bright Round Object,3/10/2011,38.4558333,-75.5777778
3/6/2000 19:55,silver spring,md,us,other,600,10min,v shape but no lights &#44 very grayand thin type object.,3/7/2000,38.9905556,-77.0263889
3/7/1991 09:00,annapolis,md,us,triangle,10,10sec,I first looked out the window and saw 10 black triangular objects in an eye formation. near a radio tower&#44 and  I and the other  3 memb,6/2/1998,38.9783333,-76.4925
3/7/2000 19:20,gaithersburg,md,us,formation,15,15 seconds,Three yellow/white lights moving in formation in north-south direction&#44 then suddenly shifting positions within the formation.,3/16/2000,39.1433333,-77.2016667
3/7/2000 20:50,severna park,md,us,cigar,5,5 seconds,saw 2 objects flying very fast&#44 at large bird height&#44 not making any noise and dissapeared into thin air.  they flew in different posit,3/16/2000,39.0702778,-76.5455556
3/7/2009 18:00,gaithersburg,md,us,formation,15,about 10 to 15 seconds,&quot;V&quot; formation of 7 very small satellites&#44 or tiny bright lights&#44 traveling fast and directly overhead towards NE,4/14/2009,39.1433333,-77.2016667
3/7/2012 18:10,towson,md,us,unknown,30,about 30 seconds,Very bright object spotted at dusk in Towson&#44 MD,3/13/2012,39.4013889,-76.6022222
3/8/2002 23:49,annapolis,md,us,triangle,5,5 seconds,Three luminous triangles flying in formation,4/8/2002,38.9783333,-76.4925
3/8/2007 12:00,rockville,md,us,disk,240,4 minutes,Second sighting of oval/disk metallic object,4/27/2007,39.0838889,-77.1530556
3/8/2012 01:30,baltimore,md,us,changing,10,10 seconds,Objects were flying together as one&#44 then circled each other and disappeared into the sky,3/13/2012,39.2902778,-76.6125
3/9/2009 06:05,lusby,md,us,sphere,300,5 minutes,Bright White Sphere flying over my house silently.,3/19/2009,38.4105556,-76.4555556
4/10/2012 22:30,frostburg/lavale,md,NA,fireball,2,seconds,Strange blue-green ball of light seen on I68,5/13/2012,39.7012,-78.843179
4/10/2012 22:30,gaithersburg,md,us,fireball,2,2 seconds,Orange fireball over Gaithersburg MD on 04/12/2012,5/13/2012,39.1433333,-77.2016667
4/11/1977 14:00,silver spring,md,us,disk,120,few minutes,Saw a saucer hovering over the&#44 then Hebrew Congregation on Lockwood Drive. It was less than a 100 yds from me&#44 as clear as day.,8/7/2007,38.9905556,-77.0263889
4/11/2001 12:00,college park,md,us,unknown,120,several minutes,Heard booms&#44 saw flashes&#44 and sky was green in that direction,12/23/2002,38.9805556,-76.9372222
4/11/2008 00:15,aberdeen,md,us,other,30,30 seconds,Silent fast moving very dim or possibly lit from reflected ground light&#44 was either 6 or single objects&#44 or one object with 6 discs,4/17/2008,39.5094444,-76.1644444
4/11/2012 20:00,elkridge,md,us,light,1200,20 minutes,Second ufo sighting in same spot in two days,5/13/2012,39.2125,-76.7138889
4/11/2012 23:00,clarksburg,md,us,circle,1420,23:40,UFO Sighting Near Clarksburg&#44 MD,5/13/2012,39.2386111,-77.2797222
4/12/1996 22:08,baltimore,md,us,NA,5,5 sec.,Man sees formation of 10-12 dimly lit amber lights in wedge-formation pass E to W overhead at VERY high speed&#44 like shooting star.,11/2/1999,39.2902778,-76.6125
4/13/2001 13:00,baltimore,md,us,sphere,180,3:00,Observed high flying sphere moving slowly to the NW then blink out.,8/5/2001,39.2902778,-76.6125
4/13/2013 22:23,carney,md,us,light,5,5 seconds,Driving east on I695 toward I95. Right side saw green light in sky. At first thought it was a plane approaching Martin State Airport. W,5/15/2013,39.3941667,-76.5238889
4/14/2007 11:00,annapolis,md,us,sphere,20,20 seconds,Orb seen while driving Route 50 towards Annapolis,4/27/2007,38.9783333,-76.4925
4/14/2014 22:00,parkville,md,us,unknown,120,few minutes,The aircraft was able to stop   then move in a different direction.,4/18/2014,39.3772222,-76.54
4/15/1994 21:00,elkton,md,us,other,180,1-3 minutes,The UFO had Orange and Yellow Lights. 500 Lights On Object0: Yes,1/10/2009,39.6066667,-75.8336111
4/15/1999 23:45,gaithersburg,md,us,oval,20,20 seconds,LOW FLYING BLACK OVAL OBJECT WITH GREEN LIGHTS SEEN FLYING BY THE 270S EXIT OFF OF SHADY GROVE RD. IN GAITHERSBURG MARYLAND.,12/9/2000,39.1433333,-77.2016667
4/16/2004 23:00,belstville,md,NA,fireball,60,one minute,After I park my car&#44 I noticed a red object very high&#44 first I thought it was a planet&#44 then I realized that this object was moving at,5/24/2005,39.034832,-76.907474
4/17/1977 16:30,long green,md,us,disk,900,15 minutes,Black Disc&#44 Light driven,8/5/2001,39.4727778,-76.5233333
4/17/2008 23:15,freeland,md,us,unknown,300,5 minutes,Totally Silent bright white light with no strobe lights or navigation lights&#44 heading in an odd direction.,6/12/2008,39.7047222,-76.6841667
4/17/2010 22:30,ft. meade (south of; i-95),md,NA,disk,2,seconds,Uncertain of what I saw&#44 but what appeared to be a flying saucer sent chills down my spine.,5/12/2010,39.11376,-76.726777
4/17/2011 23:30,westminster,md,us,circle,180,3 minutes,Orange Lighted Object Spotted In Westminster&#44 MD.,5/2/2011,39.5752778,-76.9961111
4/20/2001 02:30,owings mills,md,us,flash,7,5-7 sec,a stationary object appeared in the sky for 10 seconds and its brightness increased over this time and disappeard w/ a trail of light.,8/5/2001,39.4194444,-76.7805556
4/20/2001 02:33,reisterstown,md,us,fireball,3,3 sec,flying fire ball in baltimore county&#44 maryland,8/5/2001,39.4694444,-76.8297222
4/20/2006 09:10,silver spring,md,us,cigar,300,5 min.,Metalic cigar shaped objects passing over one another in Silver Sping Maryland.,5/15/2006,38.9905556,-77.0263889
4/20/2013 22:20,shady side,md,us,fireball,600,10 minutes,Red and orange fireball lasting for 2-3 minutes before moving out of sight. a second one flew by 30 min. later.,5/15/2013,38.8416667,-76.5125
4/20/2014 09:20,clarksburg,md,us,fireball,900,15 minutes,8 Fireball like moving objects sighted over Clarksburg&#44 MD.,4/24/2014,39.2386111,-77.2797222
4/21/2009 21:25,gaithersburg,md,us,circle,1800,30 minutes,5 bright lights in the sky in a straight line,5/12/2009,39.1433333,-77.2016667
4/2/2002 22:35,annapolis,md,us,other,45,3/4 seconds,While on my balcony&#44 I watched flights&#44 some local&#44 some commercial. Thje sky was slightly overcast with high haze&#44 moving west to east,4/8/2002,38.9783333,-76.4925
4/2/2008 00:15,new carrollton,md,us,triangle,180,1-3 minutes,Last night I saw something unusual in the night sky&#44 this was not natural by any means it  happened very quickly but I saw enough to kn,4/17/2008,38.9697222,-76.8802778
4/2/2014 02:10,baltimore city,md,NA,other,180,2-3 minutes,Dark gray cresent/circular shape flying object in late night sky.,4/4/2014,39.290385,-76.612189
4/22/2006 17:00,hanover,md,us,disk,30,30 seconds,we were celebrating my 35th birthday&#44 (having a cookout) and at about 5 PM Eastern Time&#44 myself and 2 other people witnessed a &quot;disk&quot; m,5/15/2006,39.1927778,-76.7244444
4/22/2014 20:30,aberdeen,md,us,disk,1800,30 minutes,Staring out my window across the Susquehanna River I see a humongous object with 4 lights.  I looked through my binoculars.,4/24/2014,39.5094444,-76.1644444
4/23/2001 01:15,burtonsville,md,us,circle,120,2 minutes,very low slow flying&#44 very strange sounding craft near DC,4/28/2001,39.1111111,-76.9327778
4/23/2002 13:00,berkley springs,md,NA,disk,120,2.00 min.,Bright disk in sky,10/20/2005,39.62699,-78.227196
4/23/2008 00:30,towson,md,us,triangle,120,2 min,Triangular object&#44 no lights or engines&#44 completely silent,6/12/2008,39.4013889,-76.6022222
4/23/2010 15:40,hagerstown,md,us,formation,300,5 minutes,multiple objects in large formation in the afternoon,5/12/2010,39.6416667,-77.7202778
4/24/2008 22:45,eldersburg/randallstown,md,NA,other,60,1 minute,Two Star-Like Craft Hover Over Randallstown/ Eldersburg Area&#44 Dim down simultaneously and leave.,6/12/2008,39.367328,-76.795252
4/25/2000 00:30,wheaton,md,us,circle,180,3 minutes,19 yr old man describes UFO sights in Maryland at night and in broad daylight.,2/18/2001,39.0397222,-77.0555556
4/28/2012 21:00,mount airy (vicinity),md,us,light,240,3-4 minutes,Formation of gold moving lights,5/13/2012,39.3761111,-77.155
4/28/2013 10:30,largo,md,us,sphere,180,3 minutes,4/29/13 Im located in Largo&#44 Md. I am a building Engineer last night around 10:40 I was called in due to my Parking lot lights had lost,5/15/2013,38.8975,-76.8305556
4/29/2007 20:50,boonsboro,md,us,disk,60,45 seconds to a minute,UFO observed near Boonsboro&#44 MD in the evening.,6/12/2007,39.5061111,-77.6527778
4/29/2007 21:45,boonsboro,md,us,rectangle,120,2 minutes,Square lights above South Mountain in Boonsboro&#44 MD at 21:45.,6/12/2007,39.5061111,-77.6527778
